age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
23,M,Incomplete higher,Pensioner,Married,House / apartment,2,125176.04,323874.38,24804.59,274327.18,0.3871,0.6039,0.7784,7.36,0.1982,2.5873,0.5898,0
62,M,Higher education,State servant,Married,House / apartment,3,391470.07,1035278.34,54461.86,946586.94,0.6302,0.9782,0.6614,12.06,0.1391,2.6446,0.7566,0
41,M,Higher education,Commercial associate,Single / not married,Rented apartment,2,283202.2,597862.51,33329.39,502405.81,0.7911,0.9445,0.3448,3.6,0.1177,2.1111,0.6935,0
55,F,Secondary / secondary special,Working,Single / not married,Rented apartment,1,315982.45,603919.73,51981.37,610502.73,0.7341,0.9147,0.7893,1.35,0.1645,1.9112,0.8127,0
61,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,113599.07,488922.44,26105.27,453644.99,0.8084,0.7343,0.5004,17.84,0.2298,4.3039,0.681,0
60,M,Secondary / secondary special,Commercial associate,Separated,House / apartment,3,159361.63,430752.96,24449.37,472988.35,0.4637,0.8917,0.5211,8.84,0.1534,2.703,0.6255,0
23,M,Incomplete higher,Working,Separated,House / apartment,3,145592.13,682688.51,22828.44,589327.65,0.5127,0.9135,0.8714,1.32,0.1568,4.689,0.7659,0
45,M,Secondary / secondary special,Working,Civil marriage,With parents,3,84382.81,423481.29,31520.18,479395.72,0.9616,0.783,0.3616,3.52,0.3735,5.0185,0.7021,1
65,M,Incomplete higher,Commercial associate,Married,House / apartment,1,189146.48,691377.23,34775.75,770108.61,0.6173,0.7638,0.8981,2.77,0.1839,3.6552,0.7598,0
58,F,Incomplete higher,Pensioner,Single / not married,House / apartment,3,182244.02,381636.9,14477.8,420962.55,0.9597,0.7743,0.5582,1.87,0.0794,2.0941,0.7641,0
65,M,Higher education,Pensioner,Civil marriage,House / apartment,4,179182.77,627876.7,53965.86,526923.15,0.7194,0.9218,0.3186,10.35,0.3012,3.5041,0.6533,1
40,F,Secondary / secondary special,Commercial associate,Single / not married,With parents,1,161426.39,457525.66,26668.7,480131.76,0.9072,0.8118,0.2192,11.6,0.1652,2.8343,0.6461,0
64,M,Lower secondary,State servant,Married,With parents,3,160148.12,496673.26,22602.69,452855.22,0.7149,0.6731,0.5953,6.0,0.1411,3.1013,0.6611,0
65,M,Secondary / secondary special,Commercial associate,Married,House / apartment,3,172270.42,144479.4,6880.22,129714.44,0.7668,0.883,0.7544,1.5,0.0399,0.8387,0.8014,0
54,M,Secondary / secondary special,Commercial associate,Separated,House / apartment,2,161570.09,122074.63,10361.44,134252.49,0.4145,0.6924,0.3931,2.85,0.0641,0.7555,0.5,0
41,M,Secondary / secondary special,Pensioner,Separated,Rented apartment,4,104102.87,674748.81,42763.63,752587.45,0.9365,0.5732,0.7276,1.31,0.4108,6.4815,0.7458,1
43,F,Higher education,Working,Single / not married,House / apartment,3,159377.82,503510.57,31981.67,479884.63,0.8254,0.8541,0.788,9.64,0.2007,3.1592,0.8225,0
26,F,Higher education,Working,Married,House / apartment,3,175418.66,374357.33,13384.25,324371.61,0.8307,0.4795,0.4287,5.35,0.0763,2.1341,0.5796,0
33,F,Secondary / secondary special,State servant,Civil marriage,House / apartment,4,72724.11,228009.58,11078.91,205815.42,0.5343,0.7793,0.6256,6.37,0.1523,3.1352,0.6464,1
43,F,Secondary / secondary special,State servant,Separated,House / apartment,2,88381.33,624997.08,41447.08,615997.88,0.9323,0.798,0.9417,4.93,0.469,7.0715,0.8907,1
29,F,Secondary / secondary special,Pensioner,Married,House / apartment,3,70907.63,253733.99,9761.1,288350.62,0.7638,0.7798,0.8187,1.54,0.1377,3.5783,0.7874,0
37,F,Lower secondary,Working,Married,House / apartment,1,135681.6,296136.58,19265.43,324149.1,0.6849,0.7544,0.6831,0.54,0.142,2.1826,0.7075,0
22,F,Higher education,Commercial associate,Married,House / apartment,3,148027.81,278894.04,10952.97,294286.96,0.5692,0.977,0.6732,5.64,0.074,1.8841,0.7398,1
39,F,Secondary / secondary special,Commercial associate,Married,Municipal apartment,3,91141.13,185559.24,11155.65,158959.91,0.8885,0.8457,0.413,3.16,0.1224,2.0359,0.7157,0
39,M,Secondary / secondary special,Working,Single / not married,House / apartment,1,369174.26,757020.54,42539.56,799419.92,0.8918,0.7101,0.4458,0.45,0.1152,2.0506,0.6826,0
27,M,Lower secondary,Working,Married,House / apartment,2,30000.0,404275.85,18416.74,429199.15,0.7344,0.5639,0.7042,11.25,0.6139,13.4754,0.6675,1
62,F,Secondary / secondary special,Working,Civil marriage,House / apartment,3,177172.58,441682.44,24079.0,406485.55,0.8055,0.8353,0.639,0.72,0.1359,2.4929,0.7599,0
62,M,Secondary / secondary special,Working,Married,House / apartment,2,64023.95,81017.26,6022.86,84191.11,0.7852,0.787,0.8358,1.62,0.0941,1.2654,0.8027,0
40,M,Secondary / secondary special,State servant,Married,House / apartment,2,107548.3,581766.01,28317.39,555672.64,0.6691,0.5867,0.4345,2.84,0.2633,5.4093,0.5634,1
29,F,Secondary / secondary special,Working,Single / not married,House / apartment,4,148013.83,372966.36,20161.46,390244.88,0.6161,0.8837,0.8902,5.79,0.1362,2.5198,0.7967,0
37,M,Higher education,Commercial associate,Married,House / apartment,5,79750.16,482613.24,32207.38,468592.36,0.622,0.8072,0.7587,19.65,0.4038,6.0515,0.7293,1
47,F,Higher education,Commercial associate,Married,House / apartment,1,155845.48,220651.8,17361.59,245447.98,0.7739,0.806,0.673,2.9,0.1114,1.4158,0.751,0
67,M,Higher education,Pensioner,Married,House / apartment,5,65736.54,834109.09,41349.37,909723.08,0.7999,0.608,0.6544,10.85,0.629,12.6885,0.6874,1
22,F,Higher education,Commercial associate,Single / not married,House / apartment,2,144765.37,495054.7,20366.85,504329.8,0.5818,0.9029,0.8566,0.42,0.1407,3.4197,0.7804,0
56,M,Higher education,Commercial associate,Married,House / apartment,2,102954.02,454300.33,40276.5,483864.08,0.699,0.8918,0.5711,22.42,0.3912,4.4126,0.7207,0
39,F,Secondary / secondary special,Working,Married,House / apartment,1,436459.82,712538.18,22152.66,764490.57,0.6859,0.693,0.7669,0.19,0.0508,1.6325,0.7153,0
37,F,Higher education,Commercial associate,Married,House / apartment,4,280359.98,179056.15,11784.89,180240.56,0.8404,0.9455,0.7602,4.87,0.042,0.6387,0.8487,0
25,F,Higher education,Working,Married,Rented apartment,3,259931.62,1339300.64,72083.53,1356770.42,0.6928,0.8157,0.7795,5.82,0.2773,5.1525,0.7627,0
59,M,Secondary / secondary special,Commercial associate,Single / not married,Municipal apartment,1,398274.89,417216.0,12676.05,420438.86,0.6808,0.8998,0.5116,1.67,0.0318,1.0476,0.6974,0
38,M,Higher education,Working,Married,House / apartment,5,81657.35,180227.34,10473.58,147699.68,0.6319,0.6921,0.6924,4.65,0.1283,2.2071,0.6721,0
27,F,Higher education,Commercial associate,Separated,With parents,1,107834.11,123284.38,8246.78,133306.05,0.7419,0.9331,0.3031,0.22,0.0765,1.1433,0.6594,0
37,F,Lower secondary,Commercial associate,Single / not married,House / apartment,3,306317.75,681491.17,53607.8,770181.09,0.8841,0.6215,0.8358,13.94,0.175,2.2248,0.7805,0
59,F,Higher education,Working,Civil marriage,House / apartment,3,140548.29,749474.32,37549.13,758447.36,0.7093,0.7603,0.3397,7.84,0.2672,5.3325,0.6031,1
56,F,Higher education,Working,Married,House / apartment,4,184875.42,863571.13,73420.57,948993.14,0.7038,0.8601,0.7437,3.99,0.3971,4.6711,0.7692,1
60,M,Higher education,Commercial associate,Married,Rented apartment,2,155453.54,379541.59,33804.38,304735.8,0.6537,0.8356,0.6061,26.14,0.2175,2.4415,0.6985,0
65,M,Incomplete higher,Pensioner,Married,Rented apartment,2,306711.58,167537.45,11123.02,165272.7,0.8334,0.5246,0.4014,2.05,0.0363,0.5462,0.5864,1
24,F,Secondary / secondary special,Working,Single / not married,With parents,4,173438.08,503175.16,37522.2,459244.18,0.8323,0.7272,0.5526,1.62,0.2163,2.9012,0.704,0
58,F,Higher education,Working,Married,Rented apartment,2,128184.4,821228.62,48022.9,662884.91,0.857,0.6701,0.5472,2.75,0.3746,6.4066,0.6914,1
45,M,Secondary / secondary special,Working,Married,House / apartment,2,289049.66,268587.79,18824.34,264657.27,0.7155,0.9241,0.5853,6.83,0.0651,0.9292,0.7416,0
25,M,Higher education,Working,Single / not married,House / apartment,1,85963.85,256493.76,16014.51,236096.05,0.5664,0.7889,0.6163,1.01,0.1863,2.9837,0.6572,0
50,F,Secondary / secondary special,Pensioner,Married,House / apartment,4,113524.8,990684.19,52778.59,1059574.71,0.8231,0.699,0.7657,0.45,0.4649,8.7265,0.7626,1
32,F,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,1,69840.46,429898.09,28044.62,489532.8,0.8441,0.6153,0.7264,3.96,0.4015,6.1553,0.7286,1
24,M,Higher education,Working,Separated,Rented apartment,3,153190.46,301299.91,16150.95,289180.4,0.6071,0.8258,0.7505,7.08,0.1054,1.9668,0.7278,0
44,M,Secondary / secondary special,Pensioner,Single / not married,Rented apartment,2,218574.29,322035.0,13513.97,361942.81,0.3282,0.4244,0.7346,5.7,0.0618,1.4733,0.4958,0
49,M,Secondary / secondary special,Working,Separated,With parents,3,132574.32,321872.81,27323.24,265179.81,0.6794,0.7902,0.5856,6.33,0.2061,2.4278,0.6851,0
29,M,Incomplete higher,Working,Married,House / apartment,4,109978.35,395378.94,21482.89,435665.11,0.8414,0.8429,0.8418,1.75,0.1953,3.595,0.842,0
24,F,Lower secondary,Working,Married,House / apartment,3,82186.56,429486.71,14276.99,368862.41,0.7123,0.695,0.405,5.21,0.1737,5.2257,0.6041,1
44,F,Secondary / secondary special,Working,Married,Rented apartment,3,204093.38,833618.1,72476.71,786957.91,0.7743,0.7068,0.8858,3.14,0.3551,4.0845,0.789,0
34,F,Incomplete higher,Working,Single / not married,House / apartment,5,187079.3,512707.96,19817.29,499428.41,0.4619,0.683,0.5223,5.86,0.1059,2.7406,0.5557,0
25,F,Secondary / secondary special,Working,Single / not married,House / apartment,1,213720.95,782633.35,36879.63,895529.75,0.8374,0.5546,0.5847,6.49,0.1726,3.6619,0.6589,0
38,M,Incomplete higher,Pensioner,Married,House / apartment,1,118902.11,265356.55,19848.03,296963.31,0.4927,0.6737,0.586,1.42,0.1669,2.2317,0.5841,0
62,F,Secondary / secondary special,Working,Married,House / apartment,3,498686.8,692669.07,53616.94,647707.83,0.7511,0.3218,0.6032,5.01,0.1075,1.389,0.5587,0
39,F,Secondary / secondary special,Working,Married,House / apartment,2,112041.06,433876.18,38364.89,426890.41,0.4892,0.7038,0.5444,6.89,0.3424,3.8724,0.5791,1
32,F,Incomplete higher,Commercial associate,Separated,Municipal apartment,2,227496.84,287238.18,13369.97,313317.1,0.7851,0.8847,0.6962,12.89,0.0588,1.2626,0.7887,0
38,M,Incomplete higher,Pensioner,Married,With parents,2,178375.23,231204.67,20755.5,237270.63,0.6999,0.7987,0.7462,2.47,0.1164,1.2962,0.7483,0
37,F,Higher education,Working,Married,Rented apartment,2,161054.34,591314.81,47595.49,639430.51,0.7038,0.6966,0.6218,3.25,0.2955,3.6715,0.674,0
50,F,Higher education,Working,Single / not married,With parents,5,106326.46,557595.85,16942.19,589251.27,0.7354,0.6991,0.3366,4.55,0.1593,5.2441,0.5903,1
44,M,Incomplete higher,Working,Married,With parents,2,62504.24,285573.84,21382.37,248288.98,0.2446,0.7174,0.4277,4.94,0.3421,4.5688,0.4632,1
31,M,Secondary / secondary special,Working,Married,House / apartment,1,85635.38,432853.49,26998.94,496568.56,0.6795,0.5738,0.6826,0.62,0.3153,5.0546,0.6453,1
55,F,Lower secondary,Working,Single / not married,House / apartment,2,136669.84,232269.13,17083.25,231417.22,0.7091,0.8809,0.588,6.07,0.125,1.6995,0.726,0
43,F,Secondary / secondary special,Working,Separated,House / apartment,2,437787.54,586775.12,26763.92,586858.56,0.9346,0.6142,0.6848,4.7,0.0611,1.3403,0.7445,0
37,M,Incomplete higher,Working,Civil marriage,House / apartment,2,170344.97,880221.5,29046.41,888535.82,0.9678,0.9076,0.6596,9.46,0.1705,5.1673,0.845,0
21,M,Secondary / secondary special,Pensioner,Civil marriage,House / apartment,1,138305.44,203985.56,16415.88,166696.06,0.6848,0.4127,0.4877,0.82,0.1187,1.4749,0.5284,0
35,M,Higher education,Working,Married,House / apartment,2,193049.09,296852.43,20804.0,337536.74,0.8159,0.687,0.6917,5.11,0.1078,1.5377,0.7315,0
52,M,Secondary / secondary special,Commercial associate,Civil marriage,House / apartment,5,138805.52,1642683.12,111029.3,1693805.58,0.5627,0.4061,0.7351,4.45,0.7999,11.8343,0.5679,1
29,F,Incomplete higher,Working,Single / not married,House / apartment,4,256515.35,504746.27,31798.11,439792.04,0.616,0.8329,0.4099,9.76,0.124,1.9677,0.6196,0
35,M,Secondary / secondary special,Working,Married,House / apartment,2,595292.03,2148124.69,139787.25,2291835.85,0.8946,0.8652,0.494,2.21,0.2348,3.6085,0.7513,0
48,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,71727.3,1046535.12,59709.29,858914.75,0.3747,0.4842,0.8232,0.56,0.8324,14.5903,0.5607,1
44,F,Secondary / secondary special,Working,Married,House / apartment,4,183547.86,231737.32,15648.83,206127.38,0.3268,0.8385,0.7298,16.38,0.0853,1.2625,0.6317,0
55,M,Secondary / secondary special,Working,Married,House / apartment,6,143843.35,246021.24,11916.14,221675.21,0.3701,0.6712,0.1756,0.21,0.0828,1.7103,0.4056,0
42,F,Incomplete higher,State servant,Married,House / apartment,1,149884.01,331124.48,27584.64,268190.25,0.7743,0.7361,0.8022,3.73,0.184,2.2092,0.7708,0
47,M,Higher education,Pensioner,Single / not married,Rented apartment,2,392447.54,111899.35,9261.84,125740.44,0.7256,0.8451,0.6812,5.35,0.0236,0.2851,0.7506,0
39,F,Higher education,Commercial associate,Married,House / apartment,5,159512.03,695946.46,27835.04,689876.74,0.7585,0.798,0.6353,2.13,0.1745,4.3629,0.7306,0
65,F,Secondary / secondary special,Working,Single / not married,Rented apartment,4,48788.56,167054.35,7849.24,152443.24,0.6169,0.8434,0.8484,15.83,0.1609,3.424,0.7696,0
32,M,Higher education,Commercial associate,Single / not married,Rented apartment,2,356768.39,519646.28,36935.2,501636.77,0.5999,0.587,0.6823,22.52,0.1035,1.4565,0.6231,0
40,F,Lower secondary,Working,Civil marriage,Municipal apartment,2,297939.9,589454.48,27607.78,585078.24,0.4814,0.6138,0.7443,1.48,0.0927,1.9784,0.6131,0
21,F,Higher education,Working,Single / not married,House / apartment,4,126106.96,1068550.83,37092.86,1176797.99,0.9343,0.5728,0.3943,1.5,0.2941,8.4733,0.6338,1
41,F,Incomplete higher,Working,Married,Rented apartment,1,157381.23,1010729.92,55335.15,1120019.83,0.8664,0.7286,0.5418,11.76,0.3516,6.4221,0.7122,1
65,M,Lower secondary,Commercial associate,Single / not married,House / apartment,3,90047.86,264111.39,8623.79,214724.28,0.8015,0.6281,0.6074,11.11,0.0958,2.933,0.679,0
21,M,Higher education,Pensioner,Civil marriage,House / apartment,5,327670.79,528148.75,43865.06,512496.49,0.5308,0.8281,0.6515,0.21,0.1339,1.6118,0.6702,0
30,M,Incomplete higher,Pensioner,Married,Rented apartment,2,143904.4,223885.95,17382.79,243925.62,0.6477,0.8023,0.4944,6.03,0.1208,1.5558,0.6481,0
67,M,Secondary / secondary special,Pensioner,Married,House / apartment,1,295152.01,324911.63,21357.62,316781.79,0.7924,0.8075,0.7998,2.59,0.0724,1.1008,0.7999,0
52,M,Secondary / secondary special,Working,Married,With parents,3,117761.69,234354.51,12267.24,250341.54,0.9055,0.6409,0.3489,2.26,0.1042,1.9901,0.6318,0
59,M,Higher education,Commercial associate,Married,House / apartment,3,334570.91,51777.31,1940.29,41500.55,0.8169,0.6794,0.7207,2.52,0.0058,0.1548,0.739,0
42,F,Lower secondary,State servant,Married,House / apartment,1,357951.4,746325.16,27802.33,768686.87,0.8833,0.7266,0.6414,5.04,0.0777,2.085,0.7504,0
38,M,Secondary / secondary special,Pensioner,Civil marriage,House / apartment,2,110447.67,506773.51,32488.0,425643.78,0.9207,0.6136,0.3,7.02,0.2941,4.5883,0.6114,1
66,F,Incomplete higher,Working,Separated,House / apartment,5,60163.21,500627.29,41934.27,556505.15,0.4408,0.8142,0.3208,5.36,0.697,8.321,0.5253,1
52,F,Secondary / secondary special,Pensioner,Single / not married,House / apartment,2,191266.07,1025295.26,39676.06,1157179.01,0.633,0.595,0.8677,8.42,0.2074,5.3605,0.6986,1
47,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,207353.56,171015.56,14629.12,188140.43,0.567,0.6187,0.8349,5.4,0.0706,0.8247,0.6735,0
48,M,Higher education,Working,Separated,Municipal apartment,2,306445.59,1438555.52,122111.71,1461868.07,0.936,0.8632,0.6898,8.88,0.3985,4.6943,0.8297,0
38,F,Higher education,Working,Married,House / apartment,5,340988.37,168209.4,14062.44,140083.37,0.5138,0.833,0.7884,0.6,0.0412,0.4933,0.7117,0
59,M,Secondary / secondary special,Working,Single / not married,Rented apartment,3,231054.02,289324.23,12598.64,323223.98,0.6021,0.9475,0.4996,6.81,0.0545,1.2522,0.6831,0
49,M,Incomplete higher,Commercial associate,Civil marriage,Rented apartment,3,71897.84,1223536.26,103864.02,1280097.59,0.8173,0.8358,0.5477,6.88,1.4446,17.0175,0.7336,1
38,F,Higher education,Working,Married,House / apartment,4,252908.8,1141856.39,67034.36,1066901.95,0.4897,0.9147,0.9231,1.1,0.2651,4.5149,0.7758,1
64,M,Lower secondary,Working,Married,House / apartment,3,186435.82,250468.58,13967.01,247812.48,0.8068,0.5423,0.796,3.81,0.0749,1.3435,0.715,0
28,F,Incomplete higher,State servant,Single / not married,House / apartment,2,183833.86,211179.44,14275.24,227826.8,0.6299,0.3939,0.7827,3.59,0.0777,1.1487,0.6022,0
51,F,Secondary / secondary special,Pensioner,Married,House / apartment,6,103753.77,148687.54,12772.71,136072.87,0.8703,0.9899,0.7661,12.22,0.1231,1.4331,0.8754,0
54,M,Higher education,Commercial associate,Civil marriage,House / apartment,5,74817.06,367241.22,21359.49,409423.43,0.5457,0.849,0.6641,3.3,0.2855,4.9085,0.6863,1
27,F,Incomplete higher,Commercial associate,Separated,House / apartment,2,125956.59,1277843.89,114844.91,1380646.58,0.3115,0.9302,0.6104,6.81,0.9118,10.145,0.6174,1
56,M,Higher education,Commercial associate,Married,House / apartment,1,438231.32,1109211.76,38490.08,1243985.01,0.5721,0.6384,0.9111,7.04,0.0878,2.5311,0.7072,0
38,F,Higher education,Pensioner,Married,House / apartment,1,72092.59,777244.54,51687.15,663494.67,0.732,0.7807,0.7888,1.51,0.7169,10.781,0.7671,1
58,F,Higher education,Pensioner,Separated,House / apartment,2,263777.54,200065.03,17458.98,181320.25,0.5203,0.6799,0.6601,5.47,0.0662,0.7585,0.6201,0
29,M,Lower secondary,Pensioner,Civil marriage,House / apartment,4,247419.17,194744.63,15246.21,207859.57,0.5312,0.8451,0.3581,0.22,0.0616,0.7871,0.5781,0
29,F,Secondary / secondary special,Working,Married,House / apartment,2,423405.22,223300.29,10099.99,189394.58,0.9233,0.9429,0.88,2.13,0.0239,0.5274,0.9154,0
66,F,Higher education,Working,Single / not married,House / apartment,2,62698.05,176082.7,9874.77,196287.7,0.7088,0.8785,0.6977,1.7,0.1575,2.8084,0.7617,0
28,M,Higher education,Pensioner,Married,Rented apartment,3,205934.77,767883.61,26558.88,713311.39,0.8005,0.73,0.5979,10.17,0.129,3.7288,0.7094,1
55,F,Secondary / secondary special,Pensioner,Married,Municipal apartment,1,389490.2,623203.76,55204.02,594475.14,0.6551,0.6657,0.9736,14.04,0.1417,1.6,0.7648,0
38,M,Higher education,Commercial associate,Single / not married,House / apartment,2,108419.77,356971.68,24646.98,401540.99,0.5839,0.3363,0.6241,4.55,0.2273,3.2925,0.5148,0
25,M,Incomplete higher,Commercial associate,Single / not married,House / apartment,3,343538.35,460193.73,26946.26,481944.41,0.9224,0.8977,0.8599,8.59,0.0784,1.3396,0.8933,0
34,M,Secondary / secondary special,Working,Married,House / apartment,3,135709.09,111872.42,3598.67,111176.22,0.831,0.6527,0.1449,1.68,0.0265,0.8243,0.5428,0
